-1;0;169;499;499;499;499;499;499;499;499;499;561;561;561;561;561;561;561;561;561;860;1826;-1;894;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;865;865;610;804;804;131;131;131;131;131;131;1476;1075;1075;2062;-1;-1;-1;-1;-1;-1
0;-1;169;499;499;499;499;499;499;499;499;499;561;561;561;561;561;561;561;561;561;860;1826;-1;894;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;865;865;610;804;804;131;131;131;131;131;131;1476;1075;1075;2062;-1;-1;-1;-1;-1;-1
225;225;-1;182;182;182;182;182;182;182;182;182;304;304;304;304;304;304;304;304;304;535;1040;-1;220;830;830;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;605;605;437;1216;1216;428;428;428;428;428;428;2489;1504;1504;-1;-1;-1;-1;-1;-1;-1
785;785;270;-1;0;0;0;0;0;0;0;0;213;213;213;213;213;213;213;213;213;999;-1;-1;177;296;296;611;611;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;398;398;356;1589;1589;1180;1180;1180;1180;1180;1180;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
785;785;270;0;-1;0;0;0;0;0;0;0;213;213;213;213;213;213;213;213;213;999;-1;-1;177;296;296;611;611;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;398;398;356;1589;1589;1180;1180;1180;1180;1180;1180;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
785;785;270;0;0;-1;0;0;0;0;0;0;213;213;213;213;213;213;213;213;213;999;-1;-1;177;296;296;611;611;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;398;398;356;1589;1589;1180;1180;1180;1180;1180;1180;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
785;785;270;0;0;0;-1;0;0;0;0;0;213;213;213;213;213;213;213;213;213;999;-1;-1;177;296;296;611;611;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;398;398;356;1589;1589;1180;1180;1180;1180;1180;1180;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
785;785;270;0;0;0;0;-1;0;0;0;0;213;213;213;213;213;213;213;213;213;999;-1;-1;177;296;296;611;611;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;398;398;356;1589;1589;1180;1180;1180;1180;1180;1180;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
785;785;270;0;0;0;0;0;-1;0;0;0;213;213;213;213;213;213;213;213;213;999;-1;-1;177;296;296;611;611;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;398;398;356;1589;1589;1180;1180;1180;1180;1180;1180;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
785;785;270;0;0;0;0;0;0;-1;0;0;213;213;213;213;213;213;213;213;213;999;-1;-1;177;296;296;611;611;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;398;398;356;1589;1589;1180;1180;1180;1180;1180;1180;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
