-1;226;242;242;259;990;990;990;990;990;990;990;990;-1;-1;-1;399;-1;325;568;325;-1;-1;-1;-1;-1
789;-1;498;498;532;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1016;-1;270;-1;270;502;2288;-1;-1;-1
289;292;-1;0;40;509;509;509;509;509;509;509;509;687;687;685;192;1859;727;-1;727;-1;-1;-1;-1;-1
289;292;0;-1;40;509;509;509;509;509;509;509;509;687;687;685;192;1859;727;-1;727;-1;-1;-1;-1;-1
190;330;41;41;-1;534;534;534;534;534;534;534;534;715;715;715;211;-1;734;-1;734;-1;-1;-1;-1;-1
511;-1;319;319;497;-1;0;0;0;0;0;0;0;43;43;86;83;1366;-1;-1;-1;-1;-1;-1;-1;-1
511;-1;319;319;497;0;-1;0;0;0;0;0;0;43;43;86;83;1366;-1;-1;-1;-1;-1;-1;-1;-1
511;-1;319;319;497;0;0;-1;0;0;0;0;0;43;43;86;83;1366;-1;-1;-1;-1;-1;-1;-1;-1
511;-1;319;319;497;0;0;0;-1;0;0;0;0;43;43;86;83;1366;-1;-1;-1;-1;-1;-1;-1;-1
511;-1;319;319;497;0;0;0;0;-1;0;0;0;43;43;86;83;1366;-1;-1;-1;-1;-1;-1;-1;-1
511;-1;319;319;497;0;0;0;0;0;-1;0;0;43;43;86;83;1366;-1;-1;-1;-1;-1;-1;-1;-1
511;-1;319;319;497;0;0;0;0;0;0;-1;0;43;43;86;83;1366;-1;-1;-1;-1;-1;-1;-1;-1
511;-1;319;319;497;0;0;0;0;0;0;0;-1;43;43;86;83;1366;-1;-1;-1;-1;-1;-1;-1;-1
663;-1;398;398;423;30;30;30;30;30;30;30;30;-1;0;38;166;-1;-1;-1;-1;-1;-1;-1;-1;-1
663;-1;398;398;423;30;30;30;30;30;30;30;30;0;-1;38;166;-1;-1;-1;-1;-1;-1;-1;-1;-1
727;-1;385;385;409;73;73;73;73;73;73;73;73;40;40;-1;218;-1;-1;-1;-1;-1;-1;-1;-1;-1
214;620;162;162;391;151;151;151;151;151;151;151;151;299;299;357;-1;968;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;805;-1;915;-1;915;-1;-1;-1;-1;-1
607;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;88;0;346;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;125;-1;125;-1;-1;-1;-1;-1
607;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;88;-1;346;-1;-1;-1;-1
-1;875;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;425;-1;425;-1;1237;-1;-1;-1
-1;2215;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;834;-1;601;601;-1
-1;370;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;334;-1;0;710
-1;370;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;334;0;-1;710
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;411;411;-1
