-1;0;311;677;677;677;677;677;677;677;1456;1456;1456;1456;1456;1456;1456;1456;1338;1338;1770;1770;1770;1770;1770;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0;-1;311;677;677;677;677;677;677;677;1456;1456;1456;1456;1456;1456;1456;1456;1338;1338;1770;1770;1770;1770;1770;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
489;489;-1;122;122;122;122;122;122;122;623;623;623;623;623;623;623;623;620;620;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1167;1167;198;-1;0;0;0;0;0;0;383;383;383;383;383;383;383;383;518;518;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1167;1167;198;0;-1;0;0;0;0;0;383;383;383;383;383;383;383;383;518;518;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1167;1167;198;0;0;-1;0;0;0;0;383;383;383;383;383;383;383;383;518;518;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1167;1167;198;0;0;0;-1;0;0;0;383;383;383;383;383;383;383;383;518;518;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1167;1167;198;0;0;0;0;-1;0;0;383;383;383;383;383;383;383;383;518;518;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1167;1167;198;0;0;0;0;0;-1;0;383;383;383;383;383;383;383;383;518;518;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1167;1167;198;0;0;0;0;0;0;-1;383;383;383;383;383;383;383;383;518;518;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1454;1454;380;216;216;216;216;216;216;216;-1;0;0;0;0;0;0;0;50;50;184;184;184;184;184;1579;1098;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1454;1454;380;216;216;216;216;216;216;216;0;-1;0;0;0;0;0;0;50;50;184;184;184;184;184;1579;1098;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1454;1454;380;216;216;216;216;216;216;216;0;0;-1;0;0;0;0;0;50;50;184;184;184;184;184;1579;1098;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1454;1454;380;216;216;216;216;216;216;216;0;0;0;-1;0;0;0;0;50;50;184;184;184;184;184;1579;1098;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1454;1454;380;216;216;216;216;216;216;216;0;0;0;0;-1;0;0;0;50;50;184;184;184;184;184;1579;1098;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1454;1454;380;216;216;216;216;216;216;216;0;0;0;0;0;-1;0;0;50;50;184;184;184;184;184;1579;1098;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1454;1454;380;216;216;216;216;216;216;216;0;0;0;0;0;0;-1;0;50;50;184;184;184;184;184;1579;1098;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1454;1454;380;216;216;216;216;216;216;216;0;0;0;0;0;0;0;-1;50;50;184;184;184;184;184;1579;1098;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1122;1122;318;277;277;277;277;277;277;277;25;25;25;25;25;25;25;25;-1;0;77;77;77;77;77;1202;969;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1122;1122;318;277;277;277;277;277;277;277;25;25;25;25;25;25;25;25;0;-1;77;77;77;77;77;1202;969;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1185;1185;520;471;471;471;471;471;471;471;126;126;126;126;126;126;126;126;71;71;-1;0;0;0;0;447;557;1219;1219;1219;-1;1691;-1;-1;-1;-1;-1
1185;1185;520;471;471;471;471;471;471;471;126;126;126;126;126;126;126;126;71;71;0;-1;0;0;0;447;557;1219;1219;1219;-1;1691;-1;-1;-1;-1;-1
1185;1185;520;471;471;471;471;471;471;471;126;126;126;126;126;126;126;126;71;71;0;0;-1;0;0;447;557;1219;1219;1219;-1;1691;-1;-1;-1;-1;-1
1185;1185;520;471;471;471;471;471;471;471;126;126;126;126;126;126;126;126;71;71;0;0;0;-1;0;447;557;1219;1219;1219;-1;1691;-1;-1;-1;-1;-1
1185;1185;520;471;471;471;471;471;471;471;126;126;126;126;126;126;126;126;71;71;0;0;0;0;-1;447;557;1219;1219;1219;-1;1691;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;961;961;961;961;961;961;961;961;792;792;262;262;262;262;262;-1;205;1793;1793;1793;-1;151;630;-1;630;1263;1280
-1;-1;1556;1455;1455;1455;1455;1455;1455;1455;785;785;785;785;785;785;785;785;753;753;498;498;498;498;498;353;-1;925;925;925;-1;402;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;778;778;778;778;778;-1;735;-1;0;0;475;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;778;778;778;778;778;-1;735;0;-1;0;475;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;778;778;778;778;778;-1;735;0;0;-1;475;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;315;315;315;-1;855;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1521;1521;1521;1521;1521;1521;1521;1521;1378;1378;1104;1104;1104;1104;1104;151;254;947;947;947;1217;-1;479;-1;479;1965;1950
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;894;894;894;894;894;450;867;-1;-1;-1;1219;310;-1;697;0;482;562
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;522;653;312;-1;312;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;894;894;894;894;894;450;867;-1;-1;-1;1219;310;0;697;-1;482;562
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;880;880;880;880;880;1145;1913;-1;-1;-1;-1;2356;1128;-1;1128;-1;21
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;826;826;826;826;826;1253;1984;-1;-1;-1;-1;2500;1341;-1;1341;23;-1
