-1;0;0;0;0;0;287;348;348;348;348;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;869;2384;2384;2384;308;368;368;1010;796;190;407;407;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0;-1;0;0;0;0;287;348;348;348;348;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;869;2384;2384;2384;308;368;368;1010;796;190;407;407;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0;0;-1;0;0;0;287;348;348;348;348;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;869;2384;2384;2384;308;368;368;1010;796;190;407;407;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0;0;0;-1;0;0;287;348;348;348;348;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;869;2384;2384;2384;308;368;368;1010;796;190;407;407;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0;0;0;0;-1;0;287;348;348;348;348;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;869;2384;2384;2384;308;368;368;1010;796;190;407;407;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
0;0;0;0;0;-1;287;348;348;348;348;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;869;2384;2384;2384;308;368;368;1010;796;190;407;407;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
191;191;191;191;191;191;-1;120;120;120;120;708;1099;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2396;1044;2095;2095;2095;719;768;768;-1;-1;461;665;665;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
178;178;178;178;178;178;105;-1;0;0;0;408;724;1088;1088;1088;1088;-1;-1;-1;-1;-1;-1;-1;3240;573;-1;-1;-1;-1;-1;-1;-1;-1;664;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
178;178;178;178;178;178;105;0;-1;0;0;408;724;1088;1088;1088;1088;-1;-1;-1;-1;-1;-1;-1;3240;573;-1;-1;-1;-1;-1;-1;-1;-1;664;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
178;178;178;178;178;178;105;0;0;-1;0;408;724;1088;1088;1088;1088;-1;-1;-1;-1;-1;-1;-1;3240;573;-1;-1;-1;-1;-1;-1;-1;-1;664;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
178;178;178;178;178;178;105;0;0;0;-1;408;724;1088;1088;1088;1088;-1;-1;-1;-1;-1;-1;-1;3240;573;-1;-1;-1;-1;-1;-1;-1;-1;664;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
769;769;769;769;769;769;410;221;221;221;221;-1;51;275;275;275;275;625;782;782;782;578;328;328;-1;1013;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;610;381;381;381;381;27;-1;164;164;164;164;371;464;464;464;324;166;166;2230;603;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;674;608;608;608;608;207;154;-1;0;0;0;105;288;288;288;155;63;63;2896;1713;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;674;608;608;608;608;207;154;0;-1;0;0;105;288;288;288;155;63;63;2896;1713;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;674;608;608;608;608;207;154;0;0;-1;0;105;288;288;288;155;63;63;2896;1713;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;674;608;608;608;608;207;154;0;0;0;-1;105;288;288;288;155;63;63;2896;1713;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;384;258;54;54;54;54;-1;88;88;88;50;72;72;3248;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;436;275;176;176;176;176;77;-1;0;0;129;181;181;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;436;275;176;176;176;176;77;0;-1;0;129;181;181;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;436;275;176;176;176;176;77;0;0;-1;129;181;181;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;334;208;104;104;104;104;50;138;138;138;-1;22;22;2770;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;835;681;681;681;681;207;129;56;56;56;56;94;243;243;243;44;-1;0;2530;1395;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;835;681;681;681;681;207;129;56;56;56;56;94;243;243;243;44;0;-1;2530;1395;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2255;2255;2255;2255;2255;2255;1254;2232;2232;2232;2232;-1;1960;2314;2314;2314;2314;-1;-1;-1;-1;-1;-1;-1;-1;191;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
377;377;377;377;377;377;326;229;229;229;229;645;981;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;207;-1;885;885;885;-1;-1;-1;-1;1105;839;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2285;2285;2285;2285;2285;2285;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;716;767;767;-1;-1;844;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2285;2285;2285;2285;2285;2285;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;-1;0;716;767;767;-1;-1;844;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2285;2285;2285;2285;2285;2285;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;-1;716;767;767;-1;-1;844;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
563;563;563;563;563;563;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1188;1188;1188;-1;26;26;532;658;72;501;501;371;371;-1;-1;-1;-1;-1;-1;-1;-1;-1
666;666;666;666;666;666;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1320;1320;1320;26;-1;0;523;-1;78;532;532;310;310;-1;-1;-1;-1;-1;-1;-1;-1;-1
666;666;666;666;666;666;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1320;1320;1320;26;0;-1;523;-1;78;532;532;310;310;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;656;606;606;-1;358;872;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2135;2135;2135;2135;2135;2135;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;677;672;672;260;-1;708;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
313;313;313;313;313;313;883;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1333;1333;1333;48;40;40;657;687;-1;378;378;520;520;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;447;456;456;-1;-1;380;-1;0;745;745;1325;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;447;456;456;-1;-1;380;0;-1;745;745;1325;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;575;479;479;-1;-1;887;-1;-1;-1;0;598;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;575;479;479;-1;-1;887;-1;-1;0;-1;598;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;394;394;-1;503;-1;-1;-1;-1;-1;-1;-1
