-1;1572;-1;-1;-1;-1;577;577;577;577;577;577;577;577;577;577;577;577;577;577;577;577;577;577;577;577;577;577;577;577;577;577;577;577;577;577;-1;-1
1640;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;650;0;0;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;-1;-1
-1;-1;554;-1;554;554;1227;1227;1227;1227;1227;1227;1227;1227;1227;1227;1227;1227;1227;1227;1227;1227;1227;1227;1227;1227;1227;1227;1227;1227;1227;1227;1227;1227;1227;1227;113;113
-1;-1;0;650;-1;0;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;-1;-1
-1;-1;0;650;0;-1;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;2239;-1;-1
295;2159;-1;1710;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1608;1608
295;2159;-1;1710;-1;-1;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1608;1608
295;2159;-1;1710;-1;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1608;1608
295;2159;-1;1710;-1;-1;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1608;1608
295;2159;-1;1710;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1608;1608
295;2159;-1;1710;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1608;1608
295;2159;-1;1710;-1;-1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1608;1608
295;2159;-1;1710;-1;-1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1608;1608
295;2159;-1;1710;-1;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1608;1608
295;2159;-1;1710;-1;-1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1608;1608
295;2159;-1;1710;-1;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1608;1608
295;2159;-1;1710;-1;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1608;1608
295;2159;-1;1710;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1608;1608
295;2159;-1;1710;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1608;1608
295;2159;-1;1710;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1608;1608
295;2159;-1;1710;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1608;1608
295;2159;-1;1710;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;1608;1608
295;2159;-1;1710;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;1608;1608
295;2159;-1;1710;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;1608;1608
295;2159;-1;1710;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;1608;1608
295;2159;-1;1710;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;1608;1608
295;2159;-1;1710;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;1608;1608
295;2159;-1;1710;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;1608;1608
295;2159;-1;1710;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;1608;1608
295;2159;-1;1710;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;1608;1608
295;2159;-1;1710;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;1608;1608
295;2159;-1;1710;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;1608;1608
295;2159;-1;1710;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;1608;1608
295;2159;-1;1710;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1608;1608
295;2159;-1;1710;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1608;1608
-1;-1;-1;116;-1;-1;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;-1;0
-1;-1;-1;116;-1;-1;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;0;-1
