-1;179;1247;383;-1;566;1255;1255;1329;1255;1255;1298;1277;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
208;-1;1227;561;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1284;1232;-1;1412;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
426;-1;-1;-1;835;224;914;914;999;914;914;967;946;332;332;449;449;449;449;449;449;449;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;414;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;420;249;-1;998;998;1072;998;998;1041;1019;724;724;1122;1122;1122;1122;1122;1122;1122;-1;1069;-1;-1;-1;-1;-1;-1;-1;-1;-1
1420;-1;-1;1026;1415;994;-1;0;74;0;0;42;21;1133;1133;1361;1361;1361;1361;1361;1361;1361;4164;1333;-1;-1;-1;-1;-1;-1;-1;-1;-1
1420;-1;-1;1026;1415;994;0;-1;74;0;0;42;21;1133;1133;1361;1361;1361;1361;1361;1361;1361;4164;1333;-1;-1;-1;-1;-1;-1;-1;-1;-1
1516;-1;-1;1114;1487;1064;74;74;-1;74;74;21;52;1194;1194;1295;1295;1295;1295;1295;1295;1295;3948;1278;-1;-1;-1;-1;-1;-1;-1;-1;-1
1420;-1;-1;1026;1415;994;0;0;74;-1;0;42;21;1133;1133;1361;1361;1361;1361;1361;1361;1361;4164;1333;-1;-1;-1;-1;-1;-1;-1;-1;-1
1420;-1;-1;1026;1415;994;0;0;74;0;-1;42;21;1133;1133;1361;1361;1361;1361;1361;1361;1361;4164;1333;-1;-1;-1;-1;-1;-1;-1;-1;-1
1494;-1;-1;1085;1479;1040;42;42;21;42;42;-1;31;1188;1188;1318;1318;1318;1318;1318;1318;1318;-1;1329;-1;-1;-1;-1;-1;-1;-1;-1;-1
1447;-1;-1;1058;1442;1014;21;21;52;21;21;31;-1;1150;1150;1341;1341;1341;1341;1341;1341;1341;3989;1316;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;311;-1;499;1008;1008;2462;1008;1008;2356;2409;-1;0;128;128;128;128;128;128;128;1863;261;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;311;-1;499;1008;1008;2462;1008;1008;2356;2409;0;-1;128;128;128;128;128;128;128;1863;261;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;440;-1;758;1193;1193;2377;1193;1193;2330;2430;126;126;-1;0;0;0;0;0;0;2130;238;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;440;-1;758;1193;1193;2377;1193;1193;2330;2430;126;126;0;-1;0;0;0;0;0;2130;238;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;440;-1;758;1193;1193;2377;1193;1193;2330;2430;126;126;0;0;-1;0;0;0;0;2130;238;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;440;-1;758;1193;1193;2377;1193;1193;2330;2430;126;126;0;0;0;-1;0;0;0;2130;238;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;440;-1;758;1193;1193;2377;1193;1193;2330;2430;126;126;0;0;0;0;-1;0;0;2130;238;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;440;-1;758;1193;1193;2377;1193;1193;2330;2430;126;126;0;0;0;0;0;-1;0;2130;238;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;440;-1;758;1193;1193;2377;1193;1193;2330;2430;126;126;0;0;0;0;0;0;-1;2130;238;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;2796;2796;5494;2796;2796;-1;5547;576;576;2521;2521;2521;2521;2521;2521;2521;-1;911;499;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;264;264;202;202;202;202;202;202;202;1116;-1;252;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;406;420;420;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;245;-1;3;3;543;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;245;0;-1;0;543;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;245;0;0;-1;543;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;581;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;224;224;222
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;329;-1;0;0
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;329;0;-1;0
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;324;0;0;-1
