-1;0;0;0;0;0;0;0;177;270;213;213;213;213;213;213;213;213;213;213;213;213;213;213;213;846;846;846;999;-1;-1;-1;785;785;1180;1180;1180;1180;1180;1180;-1;-1;1589;1589;-1;-1;-1
0;-1;0;0;0;0;0;0;177;270;213;213;213;213;213;213;213;213;213;213;213;213;213;213;213;846;846;846;999;-1;-1;-1;785;785;1180;1180;1180;1180;1180;1180;-1;-1;1589;1589;-1;-1;-1
0;0;-1;0;0;0;0;0;177;270;213;213;213;213;213;213;213;213;213;213;213;213;213;213;213;846;846;846;999;-1;-1;-1;785;785;1180;1180;1180;1180;1180;1180;-1;-1;1589;1589;-1;-1;-1
0;0;0;-1;0;0;0;0;177;270;213;213;213;213;213;213;213;213;213;213;213;213;213;213;213;846;846;846;999;-1;-1;-1;785;785;1180;1180;1180;1180;1180;1180;-1;-1;1589;1589;-1;-1;-1
0;0;0;0;-1;0;0;0;177;270;213;213;213;213;213;213;213;213;213;213;213;213;213;213;213;846;846;846;999;-1;-1;-1;785;785;1180;1180;1180;1180;1180;1180;-1;-1;1589;1589;-1;-1;-1
0;0;0;0;0;-1;0;0;177;270;213;213;213;213;213;213;213;213;213;213;213;213;213;213;213;846;846;846;999;-1;-1;-1;785;785;1180;1180;1180;1180;1180;1180;-1;-1;1589;1589;-1;-1;-1
0;0;0;0;0;0;-1;0;177;270;213;213;213;213;213;213;213;213;213;213;213;213;213;213;213;846;846;846;999;-1;-1;-1;785;785;1180;1180;1180;1180;1180;1180;-1;-1;1589;1589;-1;-1;-1
0;0;0;0;0;0;0;-1;177;270;213;213;213;213;213;213;213;213;213;213;213;213;213;213;213;846;846;846;999;-1;-1;-1;785;785;1180;1180;1180;1180;1180;1180;-1;-1;1589;1589;-1;-1;-1
147;147;147;147;147;147;147;147;-1;236;827;827;827;827;827;827;827;827;827;827;827;827;827;827;827;469;469;469;988;1025;1044;792;581;581;-1;-1;-1;-1;-1;-1;-1;-1;2068;2068;-1;-1;-1
182;182;182;182;182;182;182;182;220;-1;304;304;304;304;304;304;304;304;304;304;304;304;304;304;304;1215;1215;1215;535;-1;-1;1040;225;225;428;428;428;428;428;428;2489;2218;1216;1216;-1;-1;-1
191;191;191;191;191;191;191;191;922;329;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;439;439;439;526;1051;-1;1155;722;722;1270;1270;1270;1270;1270;1270;-1;-1;288;288;-1;-1;-1
191;191;191;191;191;191;191;191;922;329;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;439;439;439;526;1051;-1;1155;722;722;1270;1270;1270;1270;1270;1270;-1;-1;288;288;-1;-1;-1
191;191;191;191;191;191;191;191;922;329;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;439;439;439;526;1051;-1;1155;722;722;1270;1270;1270;1270;1270;1270;-1;-1;288;288;-1;-1;-1
191;191;191;191;191;191;191;191;922;329;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;439;439;439;526;1051;-1;1155;722;722;1270;1270;1270;1270;1270;1270;-1;-1;288;288;-1;-1;-1
191;191;191;191;191;191;191;191;922;329;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;439;439;439;526;1051;-1;1155;722;722;1270;1270;1270;1270;1270;1270;-1;-1;288;288;-1;-1;-1
191;191;191;191;191;191;191;191;922;329;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;439;439;439;526;1051;-1;1155;722;722;1270;1270;1270;1270;1270;1270;-1;-1;288;288;-1;-1;-1
191;191;191;191;191;191;191;191;922;329;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;439;439;439;526;1051;-1;1155;722;722;1270;1270;1270;1270;1270;1270;-1;-1;288;288;-1;-1;-1
191;191;191;191;191;191;191;191;922;329;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;439;439;439;526;1051;-1;1155;722;722;1270;1270;1270;1270;1270;1270;-1;-1;288;288;-1;-1;-1
191;191;191;191;191;191;191;191;922;329;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;439;439;439;526;1051;-1;1155;722;722;1270;1270;1270;1270;1270;1270;-1;-1;288;288;-1;-1;-1
191;191;191;191;191;191;191;191;922;329;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;439;439;439;526;1051;-1;1155;722;722;1270;1270;1270;1270;1270;1270;-1;-1;288;288;-1;-1;-1
191;191;191;191;191;191;191;191;922;329;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;439;439;439;526;1051;-1;1155;722;722;1270;1270;1270;1270;1270;1270;-1;-1;288;288;-1;-1;-1
191;191;191;191;191;191;191;191;922;329;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;439;439;439;526;1051;-1;1155;722;722;1270;1270;1270;1270;1270;1270;-1;-1;288;288;-1;-1;-1
191;191;191;191;191;191;191;191;922;329;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;439;439;439;526;1051;-1;1155;722;722;1270;1270;1270;1270;1270;1270;-1;-1;288;288;-1;-1;-1
191;191;191;191;191;191;191;191;922;329;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;439;439;439;526;1051;-1;1155;722;722;1270;1270;1270;1270;1270;1270;-1;-1;288;288;-1;-1;-1
191;191;191;191;191;191;191;191;922;329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;439;439;439;526;1051;-1;1155;722;722;1270;1270;1270;1270;1270;1270;-1;-1;288;288;-1;-1;-1
606;606;606;606;606;606;606;606;370;508;330;330;330;330;330;330;330;330;330;330;330;330;330;330;330;-1;0;0;210;193;1169;548;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
606;606;606;606;606;606;606;606;370;508;330;330;330;330;330;330;330;330;330;330;330;330;330;330;330;0;-1;0;210;193;1169;548;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
606;606;606;606;606;606;606;606;370;508;330;330;330;330;330;330;330;330;330;330;330;330;330;330;330;0;0;-1;210;193;1169;548;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
608;608;608;608;608;608;608;608;763;416;293;293;293;293;293;293;293;293;293;293;293;293;293;293;293;187;187;187;-1;214;2400;249;429;429;-1;-1;-1;-1;-1;-1;-1;-1;704;704;-1;-1;-1
998;998;998;998;998;998;998;998;649;708;643;643;643;643;643;643;643;643;643;643;643;643;643;643;643;99;99;99;190;-1;901;310;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1009;1009;1009;1009;1009;1009;1009;1009;626;815;2284;2284;2284;2284;2284;2284;2284;2284;2284;2284;2284;2284;2284;2284;2284;926;926;926;1771;839;-1;818;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
781;781;781;781;781;781;781;781;405;467;675;675;675;675;675;675;675;675;675;675;675;675;675;675;675;1023;1023;1023;206;960;1140;-1;1004;1004;-1;-1;-1;-1;-1;-1;-1;-1;1658;1658;-1;-1;-1
499;499;499;499;499;499;499;499;894;169;561;561;561;561;561;561;561;561;561;561;561;561;561;561;561;-1;-1;-1;860;-1;-1;1826;-1;0;131;131;131;131;131;131;1476;1665;804;804;2062;-1;-1
499;499;499;499;499;499;499;499;894;169;561;561;561;561;561;561;561;561;561;561;561;561;561;561;561;-1;-1;-1;860;-1;-1;1826;0;-1;131;131;131;131;131;131;1476;1665;804;804;2062;-1;-1
1315;1315;1315;1315;1315;1315;1315;1315;-1;331;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;-1;-1;-1;-1;-1;-1;-1;125;125;-1;0;0;0;0;0;630;1065;502;502;1668;-1;-1
1315;1315;1315;1315;1315;1315;1315;1315;-1;331;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;-1;-1;-1;-1;-1;-1;-1;125;125;0;-1;0;0;0;0;630;1065;502;502;1668;-1;-1
1315;1315;1315;1315;1315;1315;1315;1315;-1;331;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;-1;-1;-1;-1;-1;-1;-1;125;125;0;0;-1;0;0;0;630;1065;502;502;1668;-1;-1
1315;1315;1315;1315;1315;1315;1315;1315;-1;331;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;-1;-1;-1;-1;-1;-1;-1;125;125;0;0;0;-1;0;0;630;1065;502;502;1668;-1;-1
1315;1315;1315;1315;1315;1315;1315;1315;-1;331;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;-1;-1;-1;-1;-1;-1;-1;125;125;0;0;0;0;-1;0;630;1065;502;502;1668;-1;-1
1315;1315;1315;1315;1315;1315;1315;1315;-1;331;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;1786;-1;-1;-1;-1;-1;-1;-1;125;125;0;0;0;0;0;-1;630;1065;502;502;1668;-1;-1
3860;3860;3860;3860;3860;3860;3860;3860;-1;2743;2172;2172;2172;2172;2172;2172;2172;2172;2172;2172;2172;2172;2172;2172;2172;-1;-1;-1;-1;-1;-1;-1;1606;1606;570;570;570;570;570;570;-1;229;731;731;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;3501;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2454;2454;1353;1353;1353;1353;1353;1353;354;-1;387;387;375;776;-1
2179;2179;2179;2179;2179;2179;2179;2179;3386;1634;594;594;594;594;594;594;594;594;594;594;594;594;594;594;594;-1;-1;-1;-1;-1;-1;-1;1129;1129;803;803;803;803;803;803;-1;566;-1;0;280;818;-1
2179;2179;2179;2179;2179;2179;2179;2179;3386;1634;594;594;594;594;594;594;594;594;594;594;594;594;594;594;594;-1;-1;-1;-1;-1;-1;-1;1129;1129;803;803;803;803;803;803;-1;566;0;-1;280;818;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;670;764;764;-1;199;794
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;242;-1;694
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1738;865;-1
