-1;2288;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;67;67;-1;187
2215;-1;601;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1903;1903;-1;-1
370;334;-1;246;690;690;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;187;306;306;2535;434
-1;799;166;-1;319;319;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;759;759;130;-1;-1;2400;-1
-1;-1;397;256;-1;0;1161;1161;1161;1161;1161;1161;1161;1161;1161;1161;1161;1161;1161;1161;1161;1180;-1;-1;-1;-1;-1;132;1276;1276;-1;-1
-1;-1;397;256;0;-1;1161;1161;1161;1161;1161;1161;1161;1161;1161;1161;1161;1161;1161;1161;1161;1180;-1;-1;-1;-1;-1;132;1276;1276;-1;-1
-1;-1;-1;938;1096;1096;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249;-1;-1;-1;-1;-1;829;-1;-1;-1;-1
-1;-1;-1;938;1096;1096;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;249;-1;-1;-1;-1;-1;829;-1;-1;-1;-1
-1;-1;-1;938;1096;1096;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;249;-1;-1;-1;-1;-1;829;-1;-1;-1;-1
-1;-1;-1;938;1096;1096;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;249;-1;-1;-1;-1;-1;829;-1;-1;-1;-1
-1;-1;-1;938;1096;1096;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;249;-1;-1;-1;-1;-1;829;-1;-1;-1;-1
-1;-1;-1;938;1096;1096;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;249;-1;-1;-1;-1;-1;829;-1;-1;-1;-1
-1;-1;-1;938;1096;1096;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;249;-1;-1;-1;-1;-1;829;-1;-1;-1;-1
-1;-1;-1;938;1096;1096;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;249;-1;-1;-1;-1;-1;829;-1;-1;-1;-1
-1;-1;-1;938;1096;1096;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;249;-1;-1;-1;-1;-1;829;-1;-1;-1;-1
-1;-1;-1;938;1096;1096;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;249;-1;-1;-1;-1;-1;829;-1;-1;-1;-1
-1;-1;-1;938;1096;1096;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;249;-1;-1;-1;-1;-1;829;-1;-1;-1;-1
-1;-1;-1;938;1096;1096;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;249;-1;-1;-1;-1;-1;829;-1;-1;-1;-1
-1;-1;-1;938;1096;1096;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;249;-1;-1;-1;-1;-1;829;-1;-1;-1;-1
-1;-1;-1;938;1096;1096;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;249;-1;-1;-1;-1;-1;829;-1;-1;-1;-1
-1;-1;-1;938;1096;1096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;249;-1;-1;-1;-1;-1;829;-1;-1;-1;-1
-1;-1;-1;-1;688;688;544;544;544;544;544;544;544;544;544;544;544;544;544;544;544;-1;281;281;2411;699;699;-1;-1;-1;-1;-1
-1;-1;-1;-1;730;730;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1041;-1;0;92;381;381;-1;-1;-1;-1;-1
-1;-1;-1;-1;730;730;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1041;0;-1;92;381;381;-1;-1;-1;-1;-1
-1;-1;-1;938;671;671;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1244;104;104;-1;244;244;-1;-1;-1;-1;-1
-1;-1;741;390;370;370;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1052;698;698;452;-1;0;527;-1;-1;-1;-1
-1;-1;741;390;370;370;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1052;698;698;452;0;-1;527;-1;-1;-1;-1
342;690;117;130;208;208;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;278;278;1775;436
65;1882;297;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;670;142
65;1882;297;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;-1;670;142
453;-1;2525;3303;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1951;391;391;-1;580
218;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;199;199;1002;-1
