-1;680;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1621;1621;1621;1621;1621;1621;1621;1621;1621;1621;1621;1621;1621;1621;1621;1621;1621;1621;1621;1621;1621;1621;0;662;1451;-1;-1;-1;-1
428;-1;478;-1;-1;-1;-1;-1;-1;-1;-1;641;-1;478;191;191;191;191;191;191;191;191;191;191;191;191;191;191;191;191;191;191;191;191;191;191;428;-1;-1;-1;-1;-1;1478
-1;249;-1;366;366;366;366;366;366;420;2807;190;1150;0;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;-1;-1;-1;-1;-1;-1;761
-1;824;280;-1;0;0;0;0;0;310;901;99;354;280;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;-1;-1;-1;-1;-1;-1;-1
-1;824;280;0;-1;0;0;0;0;310;901;99;354;280;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;-1;-1;-1;-1;-1;-1;-1
-1;824;280;0;0;-1;0;0;0;310;901;99;354;280;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;-1;-1;-1;-1;-1;-1;-1
-1;824;280;0;0;0;-1;0;0;310;901;99;354;280;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;-1;-1;-1;-1;-1;-1;-1
-1;824;280;0;0;0;0;-1;0;310;901;99;354;280;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;-1;-1;-1;-1;-1;-1;-1
-1;824;280;0;0;0;0;0;-1;310;901;99;354;280;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;-1;-1;-1;-1;-1;-1;-1
-1;863;299;960;960;960;960;960;960;-1;1140;1023;28;299;781;781;781;781;781;781;781;781;781;781;781;781;781;781;781;781;781;781;781;781;781;781;-1;-1;-1;-1;-1;-1;1396
-1;2382;1931;839;839;839;839;839;839;818;-1;926;208;1931;1009;1009;1009;1009;1009;1009;1009;1009;1009;1009;1009;1009;1009;1009;1009;1009;1009;1009;1009;1009;1009;1009;-1;-1;-1;-1;-1;-1;-1
-1;425;190;193;193;193;193;193;193;548;1169;-1;710;190;606;606;606;606;606;606;606;606;606;606;606;606;606;606;606;606;606;606;606;606;606;606;-1;-1;-1;-1;-1;-1;-1
-1;-1;873;347;347;347;347;347;347;19;203;519;-1;873;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;780
-1;249;0;366;366;366;366;366;366;420;2807;190;1150;-1;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;-1;-1;-1;-1;-1;-1;761
1100;195;668;-1;-1;-1;-1;-1;-1;-1;-1;846;-1;668;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;-1;-1;-1;-1;-1;1059
1100;195;668;-1;-1;-1;-1;-1;-1;-1;-1;846;-1;668;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;-1;-1;-1;-1;-1;1059
1100;195;668;-1;-1;-1;-1;-1;-1;-1;-1;846;-1;668;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;-1;-1;-1;-1;-1;1059
1100;195;668;-1;-1;-1;-1;-1;-1;-1;-1;846;-1;668;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;-1;-1;-1;-1;-1;1059
1100;195;668;-1;-1;-1;-1;-1;-1;-1;-1;846;-1;668;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;-1;-1;-1;-1;-1;1059
1100;195;668;-1;-1;-1;-1;-1;-1;-1;-1;846;-1;668;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;-1;-1;-1;-1;-1;1059
1100;195;668;-1;-1;-1;-1;-1;-1;-1;-1;846;-1;668;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;-1;-1;-1;-1;-1;1059
1100;195;668;-1;-1;-1;-1;-1;-1;-1;-1;846;-1;668;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;-1;-1;-1;-1;-1;1059
1100;195;668;-1;-1;-1;-1;-1;-1;-1;-1;846;-1;668;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;-1;-1;-1;-1;-1;1059
1100;195;668;-1;-1;-1;-1;-1;-1;-1;-1;846;-1;668;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;1100;-1;-1;-1;-1;-1;1059
1100;195;668;-1;-1;-1;-1;-1;-1;-1;-1;846;-1;668;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;1100;-1;-1;-1;-1;-1;1059
1100;195;668;-1;-1;-1;-1;-1;-1;-1;-1;846;-1;668;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;1100;-1;-1;-1;-1;-1;1059
1100;195;668;-1;-1;-1;-1;-1;-1;-1;-1;846;-1;668;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;1100;-1;-1;-1;-1;-1;1059
1100;195;668;-1;-1;-1;-1;-1;-1;-1;-1;846;-1;668;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;1100;-1;-1;-1;-1;-1;1059
1100;195;668;-1;-1;-1;-1;-1;-1;-1;-1;846;-1;668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;1100;-1;-1;-1;-1;-1;1059
1100;195;668;-1;-1;-1;-1;-1;-1;-1;-1;846;-1;668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;1100;-1;-1;-1;-1;-1;1059
1100;195;668;-1;-1;-1;-1;-1;-1;-1;-1;846;-1;668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;1100;-1;-1;-1;-1;-1;1059
